"external_id","source_id","subject","subject_slug","chapter_num","chapter_slug","chapter_title","node_kind","statement","option_a","option_b","option_c","option_d","correct_option","explanation","difficulty","flag_for_review","source","tests"
"maths-ch11-q21","y2-ch2-q21","Mathematics","maths","11","differentiation","Differentiation","chapter","Find the derivative of sqrt(tan^-1(x)):","1/(2 sqrt(tan^-1(x)))","2 sqrt(tan^-1(x))","2(1+x^2)/sqrt(tan^-1 x)","1/(2(1+x^2) sqrt(tan^-1(x)))","d","d/dx sqrt(tan^-1 x) = (1/(2 sqrt(tan^-1 x))) * 1/(1+x^2) = 1/(2(1+x^2) sqrt(tan^-1 x)).","hard","","oetp","net:past_paper"
"maths-ch11-q22","y2-ch2-q22","Mathematics","maths","11","differentiation","Differentiation","chapter","Compute the 4th derivative of e^-5 (a constant):","e^-5","e^-x","0","-120 e^-5","c","e^-5 is a constant; all its derivatives are 0.","medium","","oetp","net:past_paper"
"maths-ch11-q23","y2-ch2-q23","Mathematics","maths","11","differentiation","Differentiation","chapter","If y = csc^(3/2) x, find y':","-(3/2) csc^(3/2)(x) sqrt(csc x)","-sec(x) cot(x) sqrt(csc x)","-(3/2) sec^2(x)","-(3/2) csc(x) cot(x) sqrt(csc(x))","d","y' = (3/2) csc^(1/2) x * (-csc x cot x) = -(3/2) csc(x) cot(x) sqrt(csc(x)).","hard","","oetp","net:past_paper"
"maths-ch11-q24","y2-ch2-q24","Mathematics","maths","11","differentiation","Differentiation","chapter","Find dy/dx if y = ln(e^(3x)):","3","e^3x","3x","1/x","a","y = ln(e^(3x)) = 3x ln(e) = 3x, so dy/dx = 3.","medium","","oetp","net:past_paper"
"maths-ch11-q25","y2-ch2-q25","Mathematics","maths","11","differentiation","Differentiation","chapter","Find derivative w.r.t x of (x+1)/(x-1):","-2/(x-1)^2","2/(x-1)^2","(1+x)^2","None of these","a","By quotient rule: d/dx (x+1)/(x-1) = ((x-1) - (x+1))/(x-1)^2 = -2/(x-1)^2.","medium","","oetp","net:past_paper"
"maths-ch11-q26","y2-ch2-q26","Mathematics","maths","11","differentiation","Differentiation","chapter","Minimum value of sin x + cos x over [0, 2pi]:","-sqrt(2)","sqrt(2)","1","0","a","sin x + cos x has minimum -sqrt(2) (at x = 5pi/4).","hard","","oetp","net:past_paper"
"maths-ch11-q27","y2-ch2-q27","Mathematics","maths","11","differentiation","Differentiation","chapter","d/dx (log_3 x) = ?","2/x","1/(x ln(3))","1/(x log 3)","2/log 3","b","d/dx log_3 x = 1/(x ln 3).","medium","","oetp","net:past_paper"
"maths-ch11-q28","y2-ch2-q28","Mathematics","maths","11","differentiation","Differentiation","chapter","What is the order of the differential equation (d^3y/dx^3)^5 + (dy/dx)^2 + ... = 0?","5","4","3","2","c","The order is the highest derivative present, which is the third derivative, so order = 3.","medium","","oetp","net:past_paper"
"maths-ch12-q1","y2-ch3-q1","Mathematics","maths","12","integration","Integration","chapter","Integral of dx (i.e. integral of 1) is:","x + C","C","1 + C","None of these","a","The integral of 1 dx = x + C.","easy","","oetp","net:past_paper"
"maths-ch12-q2","y2-ch3-q2","Mathematics","maths","12","integration","Integration","chapter","Integral of (3x^2 + x - 2) dx =","3x^3 - x^2 + 3x - 1","x^3 + x^2/2 - 2x + C","3x + 1 + C","None of these","b","Integral = x^3 + x^2/2 - 2x + C.","medium","","oetp","net:past_paper"
"maths-ch12-q3","y2-ch3-q3","Mathematics","maths","12","integration","Integration","chapter","Find the integral of e^x/(e^x + 1) dx:","ln|e^x + 1| + C","ln|e^x| + C","e^x + C","None of these","a","When numerator is the derivative of denominator, integral = ln|denominator| = ln|e^x + 1| + C.","medium","","oetp","net:past_paper"
"maths-ch12-q4","y2-ch3-q4","Mathematics","maths","12","integration","Integration","chapter","Opposite process of differentiation is known as:","Anti-Derivative","Integration","Optimizing","Both a and b","d","The reverse of differentiation is anti-differentiation, also called integration, so both a and b.","easy","","oetp","net:past_paper"
"maths-ch12-q5","y2-ch3-q5","Mathematics","maths","12","integration","Integration","chapter","Which function has the same derivative and integral?","Linear Function","Exponential Function","Radical Function","Logarithmic Function","b","Only e^x has both derivative and integral equal to itself.","easy","","oetp","net:past_paper"
"maths-ch12-q6","y2-ch3-q6","Mathematics","maths","12","integration","Integration","chapter","Compute integral of sin^-1(x) dx:","x cos^-1 x - sqrt(1-x^2) + C","x sin^-1 x + sqrt(1-x^2) + C","x cos^-1 x + sqrt(1-x^2) + C","x sin^-1 x - sqrt(1-x^2) + C","b","By integration by parts: integral sin^-1 x dx = x sin^-1 x + sqrt(1 - x^2) + C.","hard","","oetp","net:past_paper"
"maths-ch12-q7","y2-ch3-q7","Mathematics","maths","12","integration","Integration","chapter","Compute integral of x e^x dx:","x e^x - x + C","e^x - x e^x + C","x e^x - x^2 e^x + C","x e^x - e^x + C","d","By parts: integral x e^x dx = x e^x - e^x + C.","hard","","oetp","net:past_paper"
"maths-ch12-q8","y2-ch3-q8","Mathematics","maths","12","integration","Integration","chapter","Definite integral of f(x) from a to b equals:","phi(a) - phi(b)","phi(a) + phi(b)","phi(b) - phi(a)","None of these","c","By the Fundamental Theorem, definite integral = phi(b) - phi(a).","easy","","oetp","net:past_paper"
"maths-ch12-q9","y2-ch3-q9","Mathematics","maths","12","integration","Integration","chapter","Integration of f(x, y) is possible through:","Product Rule","Chain Rule","Double Integrals","None of these","c","A two-variable function is integrated using double integrals.","easy","","oetp","net:past_paper"
"maths-ch12-q10","y2-ch3-q10","Mathematics","maths","12","integration","Integration","chapter","Find the area under the curve for x^2 + 1 dx between x = 4 and x = 1:","24","21","17","32","b","Integral of (x^2+1) from 1 to 4 = [x^3/3 + x] = (64/3 + 4) - (1/3 + 1) = 21.","medium","","oetp","net:past_paper"
"maths-ch12-q11","y2-ch3-q11","Mathematics","maths","12","integration","Integration","chapter","Integral of sqrt(sin(x)) cos(x) dx = ?","ln|sin x| + C","(2/3) sin^(3/2)(x) + C","sin^2(x) + C","-cos(x) + C","b","Let u = sin x, du = cos x dx: integral sqrt(u) du = (2/3) u^(3/2) = (2/3) sin^(3/2)(x) + C.","hard","","oetp","net:past_paper"
"maths-ch12-q12","y2-ch3-q12","Mathematics","maths","12","integration","Integration","chapter","Evaluate integral of 1/(x^2 + 1) dx from 0 to ... (per key -pi/2 context):","1/2","-pi/2","0","pi/3","b","Integral of 1/(x^2+1) = tan^-1 x; evaluating the given limits gives -pi/2 per the key.","hard","Limits garbled by OCR; answer (-pi/2) per key. Verify against scan.","oetp","net:past_paper"
"maths-ch12-q13","y2-ch3-q13","Mathematics","maths","12","integration","Integration","chapter","If integral f(x) dx = ln|csc x - cot x|, then f(x) is:","sec(x)","cosec(x)","tan(x)","None of these","b","Since integral csc x dx = ln|csc x - cot x|, f(x) = cosec(x).","medium","","oetp","net:past_paper"
"maths-ch12-q14","y2-ch3-q14","Mathematics","maths","12","integration","Integration","chapter","Evaluate integral (3x+1)/(x^2 - x - 6) dx:","ln|(x+2)(x-3)| + C","ln|x+3| + 2ln|x-2| + C","ln|x-3| + ln|x-2| + C","2 ln|x-3| + ln|x+2| + C","d","Partial fractions: (3x+1)/((x-3)(x+2)) = 2/(x-3) + 1/(x+2). Integral = 2 ln|x-3| + ln|x+2| + C.","hard","","oetp","net:past_paper"
"maths-ch13-q1","y2-ch4-q1","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","The two lines 7x + 2y + 3 = 0 and 6y + 21x + 9 = 0 are:","Intersecting","Perpendicular","Parallel","Coinciding","d","Dividing the second by 3 gives 2y + 7x + 3 = 0, identical to the first, so the lines coincide.","medium","","oetp","net:past_paper"
"maths-ch13-q2","y2-ch4-q2","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Which of the following is the point-slope form of the equation?","Ax + By = C","y - y1 = m(x - x1)","y = mx + b","None of these","b","Point-slope form is y - y1 = m(x - x1).","easy","","oetp","net:past_paper"
"maths-ch13-q3","y2-ch4-q3","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","A line through (1,1) is perpendicular to a line with slope -3/4. Find its equation:","3x - 4y - 1 = 0","4x - 3y - 1 = 0","4y - 3x - 1 = 0","4y + 3x + 1 = 0","b","Perpendicular slope = 4/3. y - 1 = (4/3)(x - 1) -> 4x - 3y - 1 = 0.","hard","","oetp","net:past_paper"
"maths-ch13-q4","y2-ch4-q4","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Shortest distance of point (1,2) from the line 3x - 4y + 10 = 0 is:","5","2","1","4","c","d = |3(1) - 4(2) + 10|/sqrt(9+16) = |5|/5 = 1.","medium","","oetp","net:past_paper"
"maths-ch13-q5","y2-ch4-q5","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Correct formula for rotation of axes:","(x sin t + y cos t, -x sin t + y cos t)","(x cos t + y sin t, -x sin t + y cos t)","(x sin t + y sin t, -x cos t + y cos t)","(x cos t + y cos t, -x sin t + y sin t)","b","Rotation: x' = x cos t + y sin t, y' = -x sin t + y cos t.","hard","","oetp","net:past_paper"
"maths-ch13-q6","y2-ch4-q6","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","P(2,2), Q(-2,2), R(k,4) form a right triangle with right angle at P. Find k:","2","-2","4","-4","a","PQ is horizontal (slope 0), so PR must be vertical; that requires k - 2 = 0 -> k = 2.","hard","","oetp","net:past_paper"
"maths-ch13-q7","y2-ch4-q7","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Which equation represents a horizontal line?","x = c","y = c","x = -y","x = y","b","A horizontal line has the form y = c.","easy","","oetp","net:past_paper"
"maths-ch13-q8","y2-ch4-q8","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","ax^2 + 2hxy + by^2 + 2gx + 2fy + c = 0 represents a pair of straight lines if:","ab = 0","a + b = 0","h^2 - ab = 0","All of these","c","The pair-of-lines condition relates to h^2 - ab = 0 (coincident lines); the key marks h^2 - ab = 0.","hard","","oetp","net:past_paper"
"maths-ch13-q9","y2-ch4-q9","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","If two lines are anti-parallel then:","Their slopes are equal","Slopes are opposite","Product of slopes is -1","Both a and b","a","Anti-parallel (and parallel) lines have equal slopes.","medium","","oetp","net:past_paper"
"maths-ch13-q10","y2-ch4-q10","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","The slope of a line parallel to the x-axis is:","1","-1","0","Undefined","c","Lines parallel to the x-axis have slope 0.","easy","","oetp","net:past_paper"
"maths-ch13-q11","y2-ch4-q11","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","The points (4,-2), (-2,4), (4,4) are vertices of a triangle. Find the centroid:","(3, 3)","(2, 2)","(2, 3)","(3, 2)","b","Centroid = ((4-2+4)/3, (-2+4+4)/3) = (6/3, 6/3) = (2, 2).","medium","","oetp","net:past_paper"
"maths-ch13-q12","y2-ch4-q12","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Find the distance AB between A(3,1) and B(-2,-4):","sqrt(50)","sqrt(26)","sqrt(34)","sqrt(10)","a","d = sqrt((-2-3)^2 + (-4-1)^2) = sqrt(25 + 25) = sqrt(50).","medium","","oetp","net:past_paper"
"maths-ch13-q13","y2-ch4-q13","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","If the slopes of two lines are equal, the lines would be:","Intersecting","Perpendicular","Skewed","Parallel","d","Equal slopes mean the lines are parallel.","easy","","oetp","net:past_paper"
"maths-ch13-q14","y2-ch4-q14","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","What is the slope of the line y = 0?","0","1","Undefined","-1","a","y = 0 is the x-axis, whose slope is 0.","easy","","oetp","net:past_paper"
"maths-ch13-q15","y2-ch4-q15","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Product of slopes of two perpendicular lines is always:","1","0","-1","Undefined","c","For perpendicular lines, the product of slopes is -1.","easy","","oetp","net:past_paper"
"maths-ch13-q16","y2-ch4-q16","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","If l1: x - y + 3 = 0 and l2: x + y + 9 = 0, find the angle between them:","90","0","30","None of these","a","Slopes are 1 and -1; product = -1, so the lines are perpendicular -> angle 90 degrees.","hard","","oetp","net:past_paper"
"maths-ch13-q17","y2-ch4-q17","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Slope of the line joining (2,5) and (6,7):","2","1/2","-2","-1/2","b","Slope = (7-5)/(6-2) = 2/4 = 1/2.","medium","","oetp","net:past_paper"
"maths-ch13-q18","y2-ch4-q18","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Slope of the line joining (-1,8) and (7,9):","8","0.125","4","1/6","b","Slope = (9-8)/(7-(-1)) = 1/8 = 0.125.","medium","","oetp","net:past_paper"
"maths-ch13-q19","y2-ch4-q19","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","A line perpendicular to the y-axis at distance 4 from it has equation:","x = 4","y = 4","x + y = 4","x - y = 4","b","A line perpendicular to the y-axis is horizontal: y = c, here y = 4.","medium","","oetp","net:past_paper"
"maths-ch13-q20","y2-ch4-q20","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Find the equation of the line parallel to x = 6 passing through x = 5:","x = 7","x = 5","y = 5","y = 9","b","x = 6 is vertical; a parallel line is also vertical with equation x = 5.","medium","","oetp","net:past_paper"
"maths-ch13-q21","y2-ch4-q21","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","If a is the inclination of a line with the positive x-axis, the slope is:","sin(a)","tan(a)","cos(a)","None of these","b","Slope m = tan(a).","easy","","oetp","net:past_paper"
"maths-ch13-q22","y2-ch4-q22","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","If slope of AB is m1 and slope of CD is m2, they are perpendicular if:","1 - m1 m2 = 0","1 + m1 m2 = 0","m1 m2 = 1","m1 = m2","b","Perpendicular lines have m1 m2 = -1, i.e. 1 + m1 m2 = 0.","hard","","oetp","net:past_paper"
"maths-ch13-q23","y2-ch4-q23","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Points (1,2), (4,6), (8,5), (a,b) form a parallelogram. Find (a,b):","(2, 3)","(3, 2)","(5, 1)","(1, 5)","c","Using equal slopes of opposite sides, solving gives a = 5, b = 1, so (5, 1).","hard","","oetp","net:past_paper"
"maths-ch13-q24","y2-ch4-q24","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Distance between the points (2,-2) and (2,3):","1","5","-1","2","b","d = sqrt((2-2)^2 + (3-(-2))^2) = sqrt(25) = 5.","medium","","oetp","net:past_paper"
"maths-ch13-q25","y2-ch4-q25","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Which point lies on the line 3x - 4y = 11?","(2, -1)","(3, 5)","(5, 1)","None of these","c","For (5,1): 3(5) - 4(1) = 15 - 4 = 11, which satisfies the equation.","medium","","oetp","net:past_paper"
"maths-ch13-q26","y2-ch4-q26","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","ax^2 + 2hxy + by^2 = 0 represents a distinct pair of lines through the origin iff:","a + b = 0","h^2 < ab","h^2 > ab","h^2 = ab","c","Real and distinct lines require h^2 > ab.","hard","","oetp","net:past_paper"
"maths-ch13-q27","y2-ch4-q27","Mathematics","maths","13","analytic-geometry","Analytic Geometry","chapter","Slope of a line with one point on negative x-axis and one on negative y-axis:","y/x","-y/x","x/y","-x/y","b","Points (-x, 0) and (0, -y): slope = (-y - 0)/(0 - (-x)) = -y/x.","medium","","oetp","net:past_paper"
"maths-ch14-q1","y2-ch5-q1","Mathematics","maths","14","linear-inequalities-and-linear-programming","Linear Inequalities and Linear Programming","chapter","The feasible solution which maximizes or minimizes the objective function is called:","Optimal solution","Feasible solution","Linear solution","Quintic solution","a","The feasible solution that optimizes the objective function is the optimal solution.","easy","","oetp","net:past_paper"
"maths-ch14-q2","y2-ch5-q2","Mathematics","maths","14","linear-inequalities-and-linear-programming","Linear Inequalities and Linear Programming","chapter","Feasible solution for a system of inequalities is restricted to the 1st quadrant. True or False?","True","False","Depends on problem constraints","None of these","a","The feasible region of inequalities with x >= 0, y >= 0 is restricted to the first quadrant, so True.","medium","","oetp","net:past_paper"
"maths-ch14-q3","y2-ch5-q3","Mathematics","maths","14","linear-inequalities-and-linear-programming","Linear Inequalities and Linear Programming","chapter","Find the solution set of |3 - 2x| < 5:","x < 4","-4 < x < -1","-1 < x < 4","x > 4","c","|3 - 2x| < 5 -> -5 < 3 - 2x < 5 -> -8 < -2x < 2 -> 4 > x > -1, i.e. -1 < x < 4.","medium","","oetp","net:past_paper"
"maths-ch15-q1","y2-ch6-q1","Mathematics","maths","15","conic-section","Conic Section","chapter","Equation of tangent to the hyperbola (x^2 - y^2 type) at point (2,1) is:","2y + x - 3 = 0","2y - x + 3 = 0","2x + y + 3 = 0","2x - y - 3 = 0","d","Per the key, the tangent at (2,1) is 2x - y - 3 = 0.","hard","Hyperbola equation garbled by OCR; answer per key. Verify against scan.","oetp","net:past_paper"
"maths-ch15-q2","y2-ch6-q2","Mathematics","maths","15","conic-section","Conic Section","chapter","Which of the following represents a hyperbola?","x^2 + y^2 = 1","x^2/a + y^2/b = 1","x^2/a - y^2/b = 1","y^2 = 4ax","c","A hyperbola has the form x^2/a - y^2/b = 1 (difference of squares).","medium","","oetp","net:past_paper"
"maths-ch15-q3","y2-ch6-q3","Mathematics","maths","15","conic-section","Conic Section","chapter","A tangent is drawn at any point of a hyperbola. What is the product of distances of its foci from it (per key b^2):","a^2","b^2","c^2","m^2","b","Per the key, the product of focal distances relates to b^2.","hard","","oetp","net:past_paper"
"maths-ch15-q4","y2-ch6-q4","Mathematics","maths","15","conic-section","Conic Section","chapter","Hyperbola is symmetric with respect to:","Transverse axis","Conjugate axis","Both a and b","None of these","c","A hyperbola is symmetric about both its transverse and conjugate axes.","medium","","oetp","net:past_paper"
"maths-ch15-q5","y2-ch6-q5","Mathematics","maths","15","conic-section","Conic Section","chapter","In an ellipse, the line through the focus perpendicular to the major axis ending at the ellipse is called:","Latus rectum","Focal chord","Directrix","Normal","a","This chord is the latus rectum.","easy","","oetp","net:past_paper"
"maths-ch15-q6","y2-ch6-q6","Mathematics","maths","15","conic-section","Conic Section","chapter","A hyperbola has:","One focus, two directrices","Two foci, two directrices","Two focus, one directrix","One focus, one directrix","b","A hyperbola has two foci and two directrices.","easy","","oetp","net:past_paper"
"maths-ch15-q7","y2-ch6-q7","Mathematics","maths","15","conic-section","Conic Section","chapter","If a plane intersecting the cone is parallel to the base circles, the conic is:","Circle","Ellipse","Parabola","Hyperbola","a","A plane parallel to the base produces a circle.","easy","","oetp","net:past_paper"
"maths-ch15-q8","y2-ch6-q8","Mathematics","maths","15","conic-section","Conic Section","chapter","Which are the parametric equations of a hyperbola?","x = a tan t, y = b cos t","x = a cosec t, y = b tan t","x = a sin t, y = b cos t","x = a sec t, y = b tan t","d","Parametric equations of a hyperbola are x = a sec t, y = b tan t.","medium","","oetp","net:past_paper"
"maths-ch15-q9","y2-ch6-q9","Mathematics","maths","15","conic-section","Conic Section","chapter","The point (5,5) lies ___ the circle x^2 + y^2 = 25:","On the circle","Inside","Outside","None of these","c","5^2 + 5^2 = 50 > 25, so the point lies outside the circle.","easy","","oetp","net:past_paper"
"maths-ch15-q10","y2-ch6-q10","Mathematics","maths","15","conic-section","Conic Section","chapter","Which equation is a parabola symmetric about the y-axis?","x^2 = 4ay","y^2 = 4ax","(y-2)^2 = 4a(x+3)","Both b and c","a","x^2 = 4ay is a parabola symmetric about the y-axis.","medium","","oetp","net:past_paper"
"maths-ch15-q11","y2-ch6-q11","Mathematics","maths","15","conic-section","Conic Section","chapter","If the plane passes through the vertex of a cone, the intersection results in:","An ellipse","A hyperbola","A point circle","A parabola","c","A plane through the vertex can produce a degenerate conic such as a point (point circle).","medium","","oetp","net:past_paper"
"maths-ch15-q12","y2-ch6-q12","Mathematics","maths","15","conic-section","Conic Section","chapter","___ is a special form of an ellipse when minor and major axes are equal:","Parabola","Circle","Hyperbola","None of these","b","When the axes are equal, the ellipse becomes a circle.","medium","","oetp","net:past_paper"
"maths-ch15-q13","y2-ch6-q13","Mathematics","maths","15","conic-section","Conic Section","chapter","Find the vertex of the parabola (x-2)^2 = 4(y+2):","(2, -2)","(-2, 2)","(2, 2)","(-2, -2)","a","Comparing with (x-h)^2 = 4a(y-k), vertex (h,k) = (2, -2).","hard","","oetp","net:past_paper"
"maths-ch15-q14","y2-ch6-q14","Mathematics","maths","15","conic-section","Conic Section","chapter","Find the eccentricity of the hyperbola x^2/4 - y^2/9 = 1:","sqrt(13)/3","sqrt(13)","sqrt(13)/2","13","c","For a hyperbola, e = sqrt(a^2 + b^2)/a = sqrt(4 + 9)/2 = sqrt(13)/2.","hard","","oetp","net:past_paper"
"maths-ch15-q15","y2-ch6-q15","Mathematics","maths","15","conic-section","Conic Section","chapter","Find the asymptotes of the hyperbola (y+2)^2 - (x-2)^2/9 = 1:","y = +/-(x-2) - 2","y = +/-(1/3)(x-4) + 3","y = +/-(x-5)","y = +/-(1/3)(x-2) - 2","d","Asymptotes of this hyperbola are y + 2 = +/-(1/3)(x-2), i.e. y = +/-(1/3)(x-2) - 2.","hard","Equation garbled by OCR; answer per key. Verify against scan.","oetp","net:past_paper"
"maths-ch15-q16","y2-ch6-q16","Mathematics","maths","15","conic-section","Conic Section","chapter","When both nappes of a double cone are cut by a plane (not through vertex), the cross-section is:","Hyperbola","Circle","Ellipse","Parabola","a","Cutting both nappes produces a hyperbola.","medium","","oetp","net:past_paper"
"maths-ch15-q17","y2-ch6-q17","Mathematics","maths","15","conic-section","Conic Section","chapter","Find the focus of the parabola y^2 = 4x:","(1, 0)","(0, 1)","(4, 0)","(0, 4)","a","For y^2 = 4ax, 4a = 4 -> a = 1; focus is (1, 0).","medium","","oetp","net:past_paper"
"maths-ch15-q18","y2-ch6-q18","Mathematics","maths","15","conic-section","Conic Section","chapter","Two different conics can intersect at a maximum of how many points?","2","3","4","Infinite points","c","Two conics can intersect in at most 4 points.","easy","","oetp","net:past_paper"
"maths-ch15-q19","y2-ch6-q19","Mathematics","maths","15","conic-section","Conic Section","chapter","Which conic has eccentricity equal to 1?","Parabola","Hyperbola","Ellipse","Circle","a","A parabola has eccentricity e = 1.","easy","","oetp","net:past_paper"
"maths-ch15-q20","y2-ch6-q20","Mathematics","maths","15","conic-section","Conic Section","chapter","Eccentricity of earth's orbit is:","Less than 1","Equal to 1","Greater than 1","Equal to 0","a","Earth's orbit is an ellipse with eccentricity less than 1.","easy","","oetp","net:past_paper"
"maths-ch15-q21","y2-ch6-q21","Mathematics","maths","15","conic-section","Conic Section","chapter","Which conic has eccentricity 0 < e < 1?","Parabola","Hyperbola","Ellipse","Circle","c","An ellipse has 0 < e < 1.","easy","","oetp","net:past_paper"
"maths-ch15-q22","y2-ch6-q22","Mathematics","maths","15","conic-section","Conic Section","chapter","Find the focus of the conic x^2 = 4ay:","(0, -a)","(a, 0)","(0, a)","(-a, 0)","c","For x^2 = 4ay the focus is (0, a).","medium","","oetp","net:past_paper"
"maths-ch15-q23","y2-ch6-q23","Mathematics","maths","15","conic-section","Conic Section","chapter","Find the equation of tangent from (2,3) to the circle x^2 + y^2 = 4:","5x - 12y = 26","5x - 12y = -26","Both a and b","None of these","c","There are two tangents from an external point; per the key both 5x - 12y = 26 and 5x - 12y = -26 apply.","hard","Tangent values per key; verify against scan.","oetp","net:past_paper"
"maths-ch15-q25","y2-ch6-q25","Mathematics","maths","15","conic-section","Conic Section","chapter","What are the vertices of the conic 9x^2 + 16y^2 = 144?","(+/-4, 0)","(0, +/-4)","(+/-3, 0)","(0, +/-3)","a","Dividing: x^2/16 + y^2/9 = 1, so a = 4 along x; vertices are (+/-4, 0).","hard","","oetp","net:past_paper"
"maths-ch15-q26","y2-ch6-q26","Mathematics","maths","15","conic-section","Conic Section","chapter","If h^2 = ab, then ax^2 + 2hxy + by^2 represents:","Circle","Parabola","Ellipse","Hyperbola","b","h^2 = ab corresponds to a parabola (coincident/parallel lines case).","medium","","oetp","net:past_paper"
"maths-ch15-q27","y2-ch6-q27","Mathematics","maths","15","conic-section","Conic Section","chapter","If A != B and they are of opposite signs, the conic is:","Parabola","Ellipse","Hyperbola","Circle","c","Coefficients of opposite sign indicate a hyperbola.","medium","","oetp","net:past_paper"
"maths-ch15-q28","y2-ch6-q28","Mathematics","maths","15","conic-section","Conic Section","chapter","2x^2 + 2y^2 + 4x - 6y - 15 = 0 represents a:","Circle","Parabola","Ellipse","Hyperbola","a","Equal coefficients of x^2 and y^2 with no xy term gives a circle.","medium","","oetp","net:past_paper"
"maths-ch15-q29","y2-ch6-q29","Mathematics","maths","15","conic-section","Conic Section","chapter","If a tangent is drawn on a circle, the point where it touches the circle is the:","Chord","Secant","Center","Point of tangency","d","The touching point is the point of tangency.","easy","","oetp","net:past_paper"
"maths-ch15-q33","y2-ch6-q33","Mathematics","maths","15","conic-section","Conic Section","chapter","e = 3/2 defines which conic?","Circle","Ellipse","Parabola","Hyperbola","d","Eccentricity greater than 1 indicates a hyperbola.","medium","","oetp","net:past_paper"
"maths-ch15-q34","y2-ch6-q34","Mathematics","maths","15","conic-section","Conic Section","chapter","Find the center of the circle 3x^2 + 3y^2 + 6x - 3y - 2 = 0:","(1, 1/2)","(1/2, 1)","(-1, 1/2)","(-1/2, -1)","c","Dividing by 3: x^2 + y^2 + 2x - y - 2/3 = 0; center = (-1, 1/2).","hard","","oetp","net:past_paper"
"maths-ch15-q35","y2-ch6-q35","Mathematics","maths","15","conic-section","Conic Section","chapter","Which transformation removes the first-degree terms from x^2 + 2y^2 + 2x - 4y = 0?","X + 1/2, Y - 1","X - 1, Y + 1","X - 1/2, Y + 1","X + 1, Y - 1","d","Completing the square shifts the center; the translation X + 1, Y - 1 removes the linear terms.","hard","Option labels garbled by OCR; answer per key. Verify against scan.","oetp","net:past_paper"
"maths-ch16-q1","y2-ch7-q1","Mathematics","maths","16","vectors","Vectors","chapter","Find a unit vector in the direction of v = 3i - 4j:","(3/5)i - (4/5)j","(1/5)i - j","3i - 4j","(4/5)i - (3/5)j","a","|v| = sqrt(9 + 16) = 5. Unit vector = (3i - 4j)/5 = (3/5)i - (4/5)j.","medium","","oetp","net:past_paper"
"maths-ch16-q2","y2-ch7-q2","Mathematics","maths","16","vectors","Vectors","chapter","If u, v, w are three vectors, then (u x v) . w can represent the volume of:","Triangle","Cube","Cylinder","Parallelepiped","d","The triple scalar product (u x v) . w gives the volume of a parallelepiped.","easy","","oetp","net:past_paper"
"maths-ch16-q3","y2-ch7-q3","Mathematics","maths","16","vectors","Vectors","chapter","If a = 2i + 3j - 4k and b = ai + 9j + 5k are perpendicular, find a:","7","-7/2","-7","7/2","b","Perpendicular -> dot product 0: 2a + 27 - 20 = 0 -> 2a + 7 = 0 -> a = -7/2.","hard","","oetp","net:past_paper"
"maths-ch16-q4","y2-ch7-q4","Mathematics","maths","16","vectors","Vectors","chapter","Find the volume of the parallelepiped formed by u = i+2j-k, v = i-2j+3k, w = i-7j-4k:","27","32","56","48","d","Triple scalar product determinant = 1(8+21) - 2(-4-3) - 1(-7+2) = 29 + 14 + 5 = 48.","hard","","oetp","net:past_paper"
"maths-ch16-q5","y2-ch7-q5","Mathematics","maths","16","vectors","Vectors","chapter","Compute (i + j)(j - j)(k + k):","1","-1","0","Undefined","c","The middle factor (j - j) = 0, so the whole product is 0.","medium","","oetp","net:past_paper"
