external_id,source_id,subject,subject_slug,chapter_num,chapter_slug,chapter_title,node_kind,statement,option_a,option_b,option_c,option_d,option_e,correct_option,explanation,difficulty,flag_for_review,source,tests
pu-verbal-reasoning-ch1-q16,verbal-reasoning-analogy-q1,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,ADULT: CHILD,Horse: Mare,Cat: Kitten,Swine: Sow,Human: Animal,Cow: Herd,b,"Adult is the mature form of a child (human), just as a cat is the mature form of a kitten. The relationship is mature animal : its young.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q18,verbal-reasoning-analogy-q3,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,ENVELOP: LETTER,Scarf: Hat,Box: Bag,Crate: Produce,Neck: Head,Blood: Heart,c,An envelope is the container that holds/protects a letter; a crate is the container that holds/protects produce. Both pairs express a container-to-contained relationship.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q19,verbal-reasoning-analogy-q4,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,CHOREOGRAPHY: DANCE,Ceremony: Sermon,Agenda: Advertisement,Poetry: Recitation,Instrumentation: Conductor,Plot: Story,c,"Choreography is the composed, scripted form of dance; poetry is the composed form that is performed through recitation. Both pairs express: composed/scripted art form : its live performance.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q20,verbal-reasoning-analogy-q5,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,OVERDOSE: PRESCRIPTION,Deprivation: Materialism,Indiscretion: Convention,Affliction: Sympathy,Adventure: Expedition,Drug: Medicine,b,An overdose exceeds the prescription (the established medical standard); an indiscretion exceeds accepted convention (the established social standard). Same excess-beyond-norm pattern.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q21,verbal-reasoning-analogy-q6,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,EVAPORATE: VAPOR,Petrify: Stone,Centrifuge: Liquid,Saturate: Fluid,Corrode: Acid,Incinerate: Fire,a,To evaporate is to become or produce vapor; to petrify is to become or produce stone. Both pairs follow the pattern: process : its resulting substance.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q22,verbal-reasoning-analogy-q7,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,SHARD: POTTERY,Flint: Stone,Flange: Wheel,Cinder: Coal,Fragment: Bone,Tare: Grain,a,"A shard is a sharp, broken fragment of pottery; flint is a sharp-edged chip/fragment of stone. Both pairs describe a sharp fragment : the brittle material it comes from.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q23,verbal-reasoning-analogy-q8,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,MERCENARY: MONEY,Vindictive: Revenge,Scholarly: Library,Immaculate: Cleanliness,Thirsty: Water,Belligerent: Invasion,a,A mercenary is someone primarily motivated by money; a vindictive person is someone primarily motivated by revenge. Both pairs: adjective/noun for a type of person : the thing that drives them.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q24,verbal-reasoning-analogy-q9,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,HAMMER: ANVIL,Knocker: Door,Stick: Gong,Hand: Drum,Pestle: Mortar,Gavel: Lectern,d,A hammer strikes the anvil — they are complementary tool pairs used together in metalwork. A pestle is used with a mortar in the same way: one instrument works against/with the other.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q25,verbal-reasoning-analogy-q10,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,NUMB: INSENSITIVE,Reflect: Luminous,Burnish: Lustrous,Heckle: Raucous,Repulse: Odious,Braid: Sinuous,b,To numb is to make insensitive; to burnish is to make lustrous. Both pairs: verb meaning 'to cause a quality' : the resulting quality.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q1,verbal-reasoning-synonyms-antonyms-q1,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,He delivered a lengthy speech in which he committed several LUDICROUS mistakes. Choose the word closest in meaning to the underlined word 'ludicrous'.,Serious,Absurd,Funny,Glaring,,b,'ludicrous' means so absurd as to be laughable; its closest synonym here is 'absurd'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q2,verbal-reasoning-synonyms-antonyms-q2,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Timely first aid RESUSCITATED the patient. Choose the word closest in meaning to the underlined word 'resuscitated'.,Cured,Revived,Rescued,Soothed,,b,'resuscitated' means revived from unconsciousness; its synonym is 'revived'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q3,verbal-reasoning-synonyms-antonyms-q3,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,His RUSTIC speech and clothes led us to think of him as an ignorant villager. Choose the word closest in meaning to the underlined word 'rustic'.,Unconventional,Old-fashioned,Unsophisticated,Strange,,c,"'rustic' means characteristic of the countryside, unsophisticated; its synonym is 'unsophisticated'.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q4,verbal-reasoning-synonyms-antonyms-q4,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The unprecedented drought in several parts of the country this year led to the ONSET of various diseases. Choose the word closest in meaning to the underlined word 'onset'.,Outbreak,Onslaught,Attack,Assault,,a,'onset' means the beginning of something (often unwelcome); its synonym is 'outbreak'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q5,verbal-reasoning-synonyms-antonyms-q5,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The thief's SHIFTY eyes betrayed his guilt. Choose the word closest in meaning to the underlined word 'shifty'.,Crafty,Wily,Deceitful,Slippery,,d,'shifty' means evasive or untrustworthy in appearance; its synonym is 'slippery'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q6,verbal-reasoning-synonyms-antonyms-q6,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,His ragged clothes effectively hide the OPULENT life he leads at home. Choose the word closest in meaning to the underlined word 'opulent'.,Obscure,Comfortable,Rich,Hard-working,,c,'opulent' means lavishly wealthy; its synonym is 'rich'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q7,verbal-reasoning-synonyms-antonyms-q7,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The cricketer has denied his COMPLICITY in match-fixing. Choose the word closest in meaning to the underlined word 'complicity'.,Conspiracy,Collusion,Collaboration,Connivance,,d,'complicity' means involvement in wrongdoing with others; its synonym is 'connivance'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q8,verbal-reasoning-synonyms-antonyms-q8,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of FRIGHTENED:,Vibrating,Crying,Amazed,Terrified,,d,FRIGHTENED means filled with fear; its synonym is 'terrified' (extremely frightened).,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q9,verbal-reasoning-synonyms-antonyms-q9,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of INGREDIENTS:,Spices,Nuts,Constituents,Condiments,,c,INGREDIENTS means the components that make up a mixture; its synonym is 'constituents' (parts that make up a whole).,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q10,verbal-reasoning-synonyms-antonyms-q10,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the word closest in meaning to TAKE ADVANTAGE OF:,Use the time,Make use of,Help,Earn profit,Harm,b,TAKE ADVANTAGE OF means to use a situation to one's benefit; the closest phrase is 'make use of'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q11,verbal-reasoning-synonyms-antonyms-q11,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of RUDIMENTARY:,A rumour,Powerful,Basic,Rude,,c,RUDIMENTARY means basic or elementary; its synonym is 'basic'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q12,verbal-reasoning-synonyms-antonyms-q12,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of SULTRY:,Solvable,Sticky,Salty,Hot and humid,,d,SULTRY means uncomfortably warm and humid; its synonym is 'hot and humid'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q13,verbal-reasoning-synonyms-antonyms-q13,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of CLOG:,To block,A cover,A bump,To push forward,,a,CLOG (verb) means to block a passage; its synonym is 'to block'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q14,verbal-reasoning-synonyms-antonyms-q14,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of BEQUEATH:,Helpful,To leave by will,Suffer to death,Under the ground,,b,BEQUEATH means to leave property to someone in a will; its synonym is 'to leave by will'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q15,verbal-reasoning-synonyms-antonyms-q15,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of ASTRAY:,Far off,Spanning,Out,Off the right path,,d,ASTRAY means away from the correct path; its synonym is 'off the right path'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q16,verbal-reasoning-synonyms-antonyms-q16,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Several members of the party EULOGIZED their leader at the public meeting. Choose the word closest in meaning to the underlined word 'eulogized'.,Thanked,Praised,Wished,Flattered,,b,"'eulogized' means praised highly, especially in a speech; its synonym is 'praised'.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q17,verbal-reasoning-synonyms-antonyms-q17,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,One cannot but admire your INGENIOUS solution to the problem. Choose the word closest in meaning to the underlined word 'ingenious'.,Appropriate,Original,Skilful,Final,,c,'ingenious' means cleverly inventive; its closest synonym here is 'skilful'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q18,verbal-reasoning-synonyms-antonyms-q18,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The financial crisis CAUSED the fall of the Government. Choose the word closest in meaning to the underlined word 'caused'.,Brought over,Brought down,Brought forward,Brought about,,d,The phrase 'caused the fall of' is closest in meaning to 'brought about' (caused to happen).,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q19,verbal-reasoning-synonyms-antonyms-q19,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The NRIs who are eager to invest in Pakistan are discouraged by the ARCHAIC rules and procedures. Choose the word closest in meaning to the underlined word 'archaic'.,Ancient,Complex,Outdated,Earlier,,c,'archaic' means outdated or belonging to an earlier era; its synonym is 'outdated'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q20,verbal-reasoning-synonyms-antonyms-q20,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The chief engineer was irritated by the PERPETUAL complaints. Choose the word closest in meaning to the underlined word 'perpetual'.,Repeated,Baseless,Eternal,Trivial,,a,'perpetual' means continuing without interruption; the closest synonym here is 'repeated'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q21,verbal-reasoning-synonyms-antonyms-q21,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of STRIDENCY:,Harshness,Flippant,Consistency,Stress,,a,"STRIDENCY means a harsh, grating quality (of sound or manner); its synonym is 'harshness'.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q22,verbal-reasoning-synonyms-antonyms-q22,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of EXCULPATE:,Speak,Enjoy,Free,Finish,,c,EXCULPATE means to clear someone from blame or fault; its best synonym here is 'free' (to release from accusation).,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q23,verbal-reasoning-synonyms-antonyms-q23,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of VAPID:,Virtuous,Lustre,Dull,Vital,,c,VAPID means lacking liveliness or flavour; its synonym is 'dull'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q24,verbal-reasoning-synonyms-antonyms-q24,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of DISQUISITION:,Explosion,Progress,Motion,Report,,d,"DISQUISITION means a formal, detailed written account or discourse; its synonym is 'report'.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q26,verbal-reasoning-synonyms-antonyms-q26,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of PREPOSTEROUS:,Ceremonious,Ridiculous,Judicious,Formal,,b,PREPOSTEROUS means utterly absurd or contrary to reason; its synonym is 'ridiculous'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q27,verbal-reasoning-synonyms-antonyms-q27,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of DOMINION:,Realm,Issue,Separation,Recreation,,a,DOMINION means territory under a ruler's control; its synonym is 'realm'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q28,verbal-reasoning-synonyms-antonyms-q28,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of ATTEST:,Enlarge,Assign,Corroborate,Allure,,c,ATTEST means to confirm the truth of something; its synonym is 'corroborate'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q29,verbal-reasoning-synonyms-antonyms-q29,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Choose the synonym of QUALM:,Attribute,Altercation,Scruple,Crisis,,c,QUALM means a feeling of doubt or unease about doing something; its synonym is 'scruple'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q30,verbal-reasoning-synonyms-antonyms-q30,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,It is amazing how such a MOTLEY group could get along so well. Choose the word closest in meaning to the underlined word 'motley'.,Confused,Promiscuous,Assorted,Heterogeneous,,d,"'motley' means made up of very different, incongruous elements; its synonym is 'heterogeneous'.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q31,verbal-reasoning-synonyms-antonyms-q31,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,His speech was nothing but a string of PLATITUDES. Choose the word closest in meaning to the underlined word 'platitudes'.,Humorous anecdotes,Noble sentiments,Stereotyped statements,Grand statements,,c,"'platitudes' means overused, unoriginal remarks; its synonym is 'stereotyped statements'.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q32,verbal-reasoning-synonyms-antonyms-q32,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,This was her MAIDEN performance and she did very well. Choose the word closest in meaning to the underlined word 'maiden'.,Primary,First,Girlish,Fresh,,b,"'maiden' (here, of a performance) means the very first; its synonym is 'first'.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q33,verbal-reasoning-synonyms-antonyms-q33,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,He wrote a SCATHING review of the prize-winning novel. Choose the word closest in meaning to the underlined word 'scathing'.,Subjective,Unbalanced,Scornful,Biased,,c,'scathing' means harshly critical; its synonym is 'scornful'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q34,verbal-reasoning-synonyms-antonyms-q34,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,She is METICULOUS about her appearance. Choose the word closest in meaning to the underlined word 'meticulous'.,Worried,Careful,Proud,Methodical,,d,'meticulous' means showing great attention to detail; its synonym is 'methodical'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q35,verbal-reasoning-synonyms-antonyms-q35,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,The cancer of domestic misery CORRODED his whole existence. Choose the word closest in meaning to the underlined word 'corroded'.,Affected,Afflicted,Disrupted,Destroyed,,d,'corroded' (figuratively) means gradually destroyed or worn away; the closest synonym here is 'destroyed'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q36,verbal-reasoning-synonyms-antonyms-q36,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,He suffered from EXCRUCIATING pain after he got home from the hospital. Choose the word closest in meaning to the underlined word 'excruciating'.,Abrupt,Severe,Imaginary,Mild,,b,'excruciating' means intensely painful; its synonym is 'severe'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q37,verbal-reasoning-synonyms-antonyms-q37,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,His CANDID opinions have won him many friends. Choose the word closest in meaning to the underlined word 'candid'.,Frank,Generous,Courteous,Kind,,a,'candid' means open and honest; its synonym is 'frank'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q38,verbal-reasoning-synonyms-antonyms-q38,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,I am disgusted by our OUTRAGEOUS behaviour. Choose the word closest in meaning to the underlined word 'outrageous'.,Threatening,Shocking,Unbecoming,Unacceptable,,b,'outrageous' means shockingly bad or unacceptable; its synonym is 'shocking'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q39,verbal-reasoning-synonyms-antonyms-q39,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,We repeatedly asked the girl why she was crying but she said that she did not want to ENTANGLE us in her affairs. Choose the word closest in meaning to the underlined word 'entangle'.,Induce,Involve,Impress,Entrap,,b,'entangle' means to involve someone in a complicated situation; its synonym is 'involve'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q40,verbal-reasoning-synonyms-antonyms-q40,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,His performance in the examination STUNNED his friends. Choose the word closest in meaning to the underlined word 'stunned'.,Subdued,Angered,Stupefied,Surprised,,c,'stunned' means shocked into silence or amazement; its synonym is 'stupefied'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q41,verbal-reasoning-synonyms-antonyms-q41,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,More effective measures should be adopted for the CONSERVATION for forest. Choose the word closest in meaning to the underlined word 'conservation'.,Supervision,Propagation,Cultivation,Protection,,d,'conservation' means the protection of something valuable; its synonym is 'protection'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q42,verbal-reasoning-synonyms-antonyms-q42,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Will you please RECTIFY the mistake?. Choose the word closest in meaning to the underlined word 'rectify'.,Correct,Regularize,Condone,Clarify,,a,'rectify' means to put right; its synonym is 'correct'.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q43,verbal-reasoning-synonyms-antonyms-q43,Verbal Reasoning,pu-verbal-reasoning,6,synonyms,Synonyms,topic,Death is INEVITABLE. Choose the word closest in meaning to the underlined word 'inevitable'.,Imminent,Uncontrollable,Unavoidable,Unconquerable,,c,"'inevitable' means certain to happen, unavoidable; its synonym is 'unavoidable'.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
