external_id,source_id,subject,subject_slug,chapter_num,chapter_slug,chapter_title,node_kind,statement,option_a,option_b,option_c,option_d,option_e,correct_option,explanation,difficulty,flag_for_review,source,tests
pu-physics-ch3-q1,physics-dawn-of-modern-physics-q1,Physics,pu-physics,3,dawn-of-modern-physics,Dawn of Modern Physics,topic,The concept of direction is purely:,Absolute,Relative,Relative to stars always,Relative to the sun always,None of these,b,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch3-q2,physics-dawn-of-modern-physics-q2,Physics,pu-physics,3,dawn-of-modern-physics,Dawn of Modern Physics,topic,All motions are:,Relative to a person,Relative to an instrument,Relative to all observers,Relative to a frame of reference,,d,"According to the theory of relativity, all motions are relative — specifically relative to a frame of reference. There is no absolute rest or motion.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q1,physics-relativity-q1,Physics,pu-physics,4,relativity,Relativity,topic,The special theory of relativity is based on:,Four postulates,Three postulates,Two postulates,One postulate,,c,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q2,physics-relativity-q2,Physics,pu-physics,4,relativity,Relativity,topic,There is no way to detect:,Absolute uniform motion,Accelerated motion,None of these,,,a,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q3,physics-relativity-q3,Physics,pu-physics,4,relativity,Relativity,topic,A body at rest remains at rest unless:,A balanced force produces motion in it,An unbalanced force produces acceleration in it,An unbalanced force does not produce acceleration in it,A balanced force produces acceleration in it,,b,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q4,physics-relativity-q4,Physics,pu-physics,4,relativity,Relativity,topic,The symbol to be used in relativity problems denotes:,Dilated time,Proper time,Life time,Half life,,b,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q5,physics-relativity-q5,Physics,pu-physics,4,relativity,Relativity,topic,Practically the quantity c is always:,Less than one,Greater than one,Equal to one,Equal to zero for stationary objects,,a,"The quantity v/c (beta) is always less than one for any object with mass, since no object can reach or exceed the speed of light c.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q6,physics-relativity-q6,Physics,pu-physics,4,relativity,Relativity,topic,Tick the correct statement:,t_o is always less than t,m_o is always greater than m,l_o is always less than l,Both (A) and (C),,d,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q7,physics-relativity-q7,Physics,pu-physics,4,relativity,Relativity,topic,"Due to relative motion of observer and the frame of reference of events, time always:",Dilates itself,Contracts itself,Stretches itself,Both (A) and (C),,a,"Due to relative motion, time always dilates — a moving clock runs slower compared to a stationary one. This is time dilation.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q8,physics-relativity-q8,Physics,pu-physics,4,relativity,Relativity,topic,The dilation of time applies to the timing processes which are:,Physical,Chemical,Biological,All of these,,d,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q9,physics-relativity-q9,Physics,pu-physics,4,relativity,Relativity,topic,Aging process of the human body:,Becomes slow by motion at very high speed,Becomes fast at very high speed,Is not affected when its speed becomes extremely large,,,a,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q10,physics-relativity-q10,Physics,pu-physics,4,relativity,Relativity,topic,"As compared to the distance measured by an observer on Earth, the distance from Earth to a star measured by an observer in a moving spaceship would seem:",Smaller,Larger,Same,,,a,,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q11,physics-relativity-q11,Physics,pu-physics,4,relativity,Relativity,topic,Mass of an object:,Is a varying quantity,Depends upon the speed of object,Indicates its inertia,All above,,d,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q12,physics-relativity-q12,Physics,pu-physics,4,relativity,Relativity,topic,Earth's orbital speed is:,30 ms^-1,30 kms^-1,3 * 10^4 ms^-1,Both (A) and (C),,b,Earth's orbital speed around the Sun is approximately 30 km/s (3×10⁴ m/s). Option b states this correctly.,hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q13,physics-relativity-q13,Physics,pu-physics,4,relativity,Relativity,topic,Tick the correct relativistic equation/s: m_o,m = m_o / sqrt(1 - v^2/c^2),l_o = l_o * sqrt(1 - v^2/c^2),m = m_o / sqrt(1 - v^2/c^2),All of these,,a,"The correct relativistic mass equation is m = m₀/√(1−v²/c²). Option b shows length contraction (not mass), and option c appears to be a duplicate of a.",hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q14,physics-relativity-q14,Physics,pu-physics,4,relativity,Relativity,topic,The ratio of speed of light to the orbital speed of Earth is:,10^4,10^3,10^2,10^5,,d,,hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q15,physics-relativity-q15,Physics,pu-physics,4,relativity,Relativity,topic,The first series which was identified in the spectrum of hydrogen is called:,Lyman series,Balmer series,Paschen series,Brackett series,,b,"The Balmer series (visible light) was the first hydrogen spectral series to be identified, by Johann Balmer in 1885. The Lyman series (UV) was discovered later.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q16,physics-relativity-q16,Physics,pu-physics,4,relativity,Relativity,topic,Balmer series was identified in:,1685,1785,1885,1985,,c,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q17,physics-relativity-q17,Physics,pu-physics,4,relativity,Relativity,topic,Atoms of hydrogen gas can be excited by passing electric current through it when the gas is filled into the discharge tube at a pressure which is:,Less than atmospheric pressure,Much less than atmospheric pressure,Greater than atmospheric pressure,Much greater than atmospheric pressure,,b,,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q18,physics-relativity-q18,Physics,pu-physics,4,relativity,Relativity,topic,Balmer series lies in that region of electromagnetic wave spectrum which is called:,Visible region,Invisible region,Infra-red region,Ultraviolet region,,a,,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q19,physics-relativity-q19,Physics,pu-physics,4,relativity,Relativity,topic,The natural arrangement of colours in spectrum of white light spectrum is:,VIBGYOR,ROYBGIV,ROYBIGV,BIGROYV,,a,,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q20,physics-relativity-q20,Physics,pu-physics,4,relativity,Relativity,topic,The range of wavelengths of colours in the visible colours is:,410 nm to 456 nm,10 nm to 56 nm,410 nm to 656 nm,910 nm to 956 nm,,c,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch4-q21,physics-relativity-q21,Physics,pu-physics,4,relativity,Relativity,topic,Tick the incorrect statement:,R_H = 1.097 * 10^7 m^-1,h = 6.62 * 10^-34 Js,c = 3 * 10^8 m/s,e = 1.6 * 10^-20 C,,d,"Options a, b, and c state correct values (Rydberg constant, Planck's constant, speed of light). Option d is incorrect — the elementary charge is 1.6×10⁻¹⁹ C, not 10⁻²⁰ C.",hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q1,physics-nuclear-physics-q1,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,Neutron was suggested to be in the nucleus by:,Rutherford in 1920,Bohr in 1913,Dirac in 1928,Anderson in 1932,,a,Rutherford suggested the existence of the neutron in 1920. It was later discovered experimentally by James Chadwick in 1932.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q2,physics-nuclear-physics-q2,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,Neutron was discovered by:,Rutherford in 1920,Chadwick in 1932,Bohr in 1913,Compton in 1927,,b,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q3,physics-nuclear-physics-q3,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,The ratio of the radii of an atom and its nucleus is roughly equal to:,10^5 cm,10^5,10^5 m,10^-5 m,10^-5 mm,b,,hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q4,physics-nuclear-physics-q4,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,Nucleon means:,Only electrons,Only neutrons,Only protons,Both (B) and (C),,d,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q5,physics-nuclear-physics-q5,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,Charge and mass of a proton are respectively:,"zero, 1.673 * 10^-27 kg","1.673 * 10^-27 coul, 1.6 * 10^-19 kg","1.6 * 10^-19 coul, 1.673 * 10^-27 kg","9.1 * 10^-31 kg, 1.67 * 10^-27 coul","1.67 * 10^-19 coul, 1.6 * 10^-19 kg",c,"A proton carries a charge of +1.6×10⁻¹⁹ coulombs and has a mass of 1.673×10⁻²⁷ kg. Option a lists zero charge (neutron), option b swaps units.",hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q6,physics-nuclear-physics-q6,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,Mass of neutron is exactly:,1.675 * 10^-27 kg,9.1 * 10^-31 kg,1.67 * 10^-19 kg,1.6 * 10^-19 kg,Either (C) or (D),a,,hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q7,physics-nuclear-physics-q7,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,"In the unit of unified mass scale, the mass of an electron is:",1.007276u,1.008665u,0.00055u,0.000055u,,c,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q8,physics-nuclear-physics-q8,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,Unified mass scale means that atomic mass is expressed in:,Kg,Gram,Atomic mass unit,u only,,c,"The unified atomic mass scale expresses atomic mass in atomic mass units (u or amu), where 1 u = 1/12 the mass of a carbon-12 atom.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q9,physics-nuclear-physics-q9,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,The figure 1.007276u shows the mass of an:,Atom,Positron,Electron,Neutron,Proton,e,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q10,physics-nuclear-physics-q10,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,"In a neutral atom, the number of protons are always:",Greater than number of neutrons,Smaller than the number of electrons,Equal to the number of neutrons,Equal to number of electrons,Greater than number of electrons,d,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q11,physics-nuclear-physics-q11,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,Nucleus of a hydrogen atom may contain:,One neutron only,Two protons and one neutron,One proton only,Any of these,None of these,c,"The most common hydrogen atom (protium, ¹H) has a nucleus containing only one proton and no neutrons.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q12,physics-nuclear-physics-q13,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,Tick the correct symbol:,1H,1He,2He,Both (A) and (C),Both (A) and (B),a,"The correct nuclear symbol for hydrogen is ¹H (mass number 1, atomic number 1). ¹He and ²He are helium isotopes.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q13,physics-nuclear-physics-q14,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,The particle which is 7000 times more massive than the electron is called:,Proton,\gamma-ray,\alpha-particle,Meson,Neutron,a,"A proton is approximately 1836 times more massive than an electron (the question states ~7000 which may be a book approximation). Among the options, proton is the correct answer.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q14,physics-nuclear-physics-q15,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,The ratio of number of protons and number of neutrons is:,Almost one in lighter elements,Greater than one in heavy elements,Smaller than one in heavy elements,Both (A) and (C),Both (A) and (B),d,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-physics-ch5-q15,physics-nuclear-physics-q16,Physics,pu-physics,5,nuclear-physics,Nuclear Physics,topic,The nuclei of an element having same charge number but different mass numbers are called:,Isobars,Isotopes,Isomers,Isobaric,,b,,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-csp:past_paper
pu-computer-science-ch2-q1,computer-science-basic-concepts-of-information-technology-q1,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,The name for the screen clarity is:,Resolution,Discrete,Pixel,LCD,,a,"Resolution refers to the clarity or sharpness of a screen image, measured in pixels per inch (PPI) or total pixel count.",easy,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-computer-science-ch2-q2,computer-science-basic-concepts-of-information-technology-q2,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,Collection of raw facts and figures is called:,Information,Processing,Data,Output,,c,,easy,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-computer-science-ch2-q3,computer-science-basic-concepts-of-information-technology-q3,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,Data processing is also called:,Data computing,Information technology,Information system,Calculating,,a,,hard,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-computer-science-ch2-q4,computer-science-basic-concepts-of-information-technology-q4,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,"An electronic device that accepts, processes data and produces information is called:",Input device,Computer,Output device,Operating system,,b,,medium,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-computer-science-ch2-q5,computer-science-basic-concepts-of-information-technology-q5,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,is category software(s).,Application software,System software,Both (a) and (b),None of these,,c,,easy,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-computer-science-ch2-q6,computer-science-basic-concepts-of-information-technology-q6,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,is an example of packaged software.,MS Word,,,,,a,"MS Word is a classic example of packaged (off-the-shelf) software, commercially produced and sold to a wide audience without customisation.",easy,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-computer-science-ch2-q7,computer-science-basic-concepts-of-information-technology-q7,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,is not an application software.,Internet,Device driver,Games,Multimedia software,,b,,easy,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-computer-science-ch2-q8,computer-science-basic-concepts-of-information-technology-q8,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,An inkjet printer is an example of a(n):,LASER printer,Impact printer,COM printer,Non-Impact Printer,,d,,easy,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-computer-science-ch2-q9,computer-science-basic-concepts-of-information-technology-q9,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,CPU stands for:,Centre Product Unit,Central Programming Unit,Control Program Unit,Central Processing Unit,,d,,easy,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-computer-science-ch2-q10,computer-science-basic-concepts-of-information-technology-q10,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,is secondary storage device.,CD-ROM,ROM,Cache,RAM,,a,,easy,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-computer-science-ch2-q11,computer-science-basic-concepts-of-information-technology-q12,Computer Science,pu-computer-science,2,basic-concepts-of-information-technology,Basic Concepts of Information Technology,topic,The device driver is an example of:,Application Software,System Software,Freeware,Shareware,,b,,easy,,pu-dogar,pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper
pu-verbal-reasoning-ch1-q16,verbal-reasoning-analogy-q1,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,ADULT: CHILD,Horse: Mare,Cat: Kitten,Swine: Sow,Human: Animal,Cow: Herd,b,"Adult is the mature form of a child (human), just as a cat is the mature form of a kitten. The relationship is mature animal : its young.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q17,verbal-reasoning-analogy-q2,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,MANSION: RESIDENCE,,,,,,,,easy,[MANUAL:unresolvable] Options/answer completely missing from OCR scan — original source page required.,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q18,verbal-reasoning-analogy-q3,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,ENVELOP: LETTER,Scarf: Hat,Box: Bag,Crate: Produce,Neck: Head,Blood: Heart,c,An envelope is the container that holds/protects a letter; a crate is the container that holds/protects produce. Both pairs express a container-to-contained relationship.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q19,verbal-reasoning-analogy-q4,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,CHOREOGRAPHY: DANCE,Ceremony: Sermon,Agenda: Advertisement,Poetry: Recitation,Instrumentation: Conductor,Plot: Story,c,"Choreography is the composed, scripted form of dance; poetry is the composed form that is performed through recitation. Both pairs express: composed/scripted art form : its live performance.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q20,verbal-reasoning-analogy-q5,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,OVERDOSE: PRESCRIPTION,Deprivation: Materialism,Indiscretion: Convention,Affliction: Sympathy,Adventure: Expedition,Drug: Medicine,b,An overdose exceeds the prescription (the established medical standard); an indiscretion exceeds accepted convention (the established social standard). Same excess-beyond-norm pattern.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q21,verbal-reasoning-analogy-q6,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,EVAPORATE: VAPOR,Petrify: Stone,Centrifuge: Liquid,Saturate: Fluid,Corrode: Acid,Incinerate: Fire,a,To evaporate is to become or produce vapor; to petrify is to become or produce stone. Both pairs follow the pattern: process : its resulting substance.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q22,verbal-reasoning-analogy-q7,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,SHARD: POTTERY,Flint: Stone,Flange: Wheel,Cinder: Coal,Fragment: Bone,Tare: Grain,a,"A shard is a sharp, broken fragment of pottery; flint is a sharp-edged chip/fragment of stone. Both pairs describe a sharp fragment : the brittle material it comes from.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q23,verbal-reasoning-analogy-q8,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,MERCENARY: MONEY,Vindictive: Revenge,Scholarly: Library,Immaculate: Cleanliness,Thirsty: Water,Belligerent: Invasion,a,A mercenary is someone primarily motivated by money; a vindictive person is someone primarily motivated by revenge. Both pairs: adjective/noun for a type of person : the thing that drives them.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q24,verbal-reasoning-analogy-q9,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,HAMMER: ANVIL,Knocker: Door,Stick: Gong,Hand: Drum,Pestle: Mortar,Gavel: Lectern,d,A hammer strikes the anvil — they are complementary tool pairs used together in metalwork. A pestle is used with a mortar in the same way: one instrument works against/with the other.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch1-q25,verbal-reasoning-analogy-q10,Verbal Reasoning,pu-verbal-reasoning,1,analogy,Analogy,topic,NUMB: INSENSITIVE,Reflect: Luminous,Burnish: Lustrous,Heckle: Raucous,Repulse: Odious,Braid: Sinuous,b,To numb is to make insensitive; to burnish is to make lustrous. Both pairs: verb meaning 'to cause a quality' : the resulting quality.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q1,verbal-reasoning-synonyms-antonyms-q1,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,He delivered a lengthy speech in which he committed several ludicrous mistakes.,Serious,Absurd,Funny,Glaring,,b,,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q2,verbal-reasoning-synonyms-antonyms-q2,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,Timely first aid resuscitated the patient.,Cured,Revived,Rescued,Soothed,,b,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q3,verbal-reasoning-synonyms-antonyms-q3,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,His rustic speech and clothes led us to think of him as an ignorant villager.,Unconventional,Old-fashioned,Unsophisticated,Strange,,c,,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q4,verbal-reasoning-synonyms-antonyms-q4,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,The unprecedented drought in several parts of the country this year led to the onset of various diseases.,Outbreak,Onslaught,Attack,Assault,,a,,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q5,verbal-reasoning-synonyms-antonyms-q5,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,The thief's shifty eyes betrayed his guilt.,Crafty,Wily,Deceitful,Slippery,,d,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q6,verbal-reasoning-synonyms-antonyms-q6,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,His ragged clothes effectively hide the opulent life he leads at home.,Obscure,Comfortable,Rich,Hard-working,,c,,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q7,verbal-reasoning-synonyms-antonyms-q7,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,The cricketer has denied his complicity in match-fixing.,Conspiracy,Collusion,Collaboration,Connivance,,d,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q8,verbal-reasoning-synonyms-antonyms-q8,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,FRIGHTENED:,Vibrating,Crying,Amazed,Terrified,,d,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q9,verbal-reasoning-synonyms-antonyms-q9,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,INGREDIENTS:,Spices,Nuts,Constituents,Condiments,,c,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q10,verbal-reasoning-synonyms-antonyms-q10,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,TAKE ADVANTAGE OF:,Use the time,Make use of,Help,Earn profit,Harm,b,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch6-q11,verbal-reasoning-synonyms-antonyms-q11,Verbal Reasoning,pu-verbal-reasoning,6,synonyms-antonyms,Synonyms / Antonyms,topic,RUDIMENTARY:,A rumour,Powerful,Basic,Rude,,c,,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
